Day,Month,Year,mu_20922
1,1,2013,63.6566
1,1,2014,69.90187499999999
1,2,2013,36.12145833333333
1,2,2014,78.97908905228758
1,3,2013,36.39840277777777
1,3,2014,76.92158578431372
1,4,2013,38.076458333333335
1,4,2014,79.39194444444445
1,5,2013,67.24027777777778
1,5,2014,69.48012938596491
1,6,2013,64.04465277777777
1,7,2013,62.12826388888889
1,8,2013,60.933055555555555
1,9,2013,60.43465277777777
1,10,2012,34.88375
1,10,2013,60.362847222222214
1,11,2012,34.57736111111112
1,11,2013,31.05159722222222
1,12,2012,34.19354166666666
1,12,2013,65.16125
2,1,2013,33.29493055555555
2,1,2014,69.79847222222222
2,2,2013,36.20986111111111
2,2,2014,78.78973214285713
2,3,2013,36.35298611111111
2,3,2014,77.1503363801054
2,4,2013,38.03916666666666
2,4,2014,81.31331018518517
2,5,2013,67.07625
2,5,2014,67.24562136848358
2,6,2013,63.929861111111116
2,7,2013,62.07493055555557
2,8,2013,60.90472222222222
2,9,2013,60.40055555555555
2,10,2012,34.802569444444444
2,10,2013,60.401180555555555
2,11,2012,34.587777777777774
2,11,2013,30.988194444444446
2,12,2012,34.141875
2,12,2013,65.04604166666667
3,1,2013,33.335347222222225
3,1,2014,69.43638888888889
3,2,2013,36.28743055555556
3,2,2014,78.81846794871794
3,3,2013,36.331805555555555
3,3,2014,79.26006578947367
3,4,2013,37.95930555555555
3,4,2014,82.05293055555555
3,5,2013,66.92513888888888
3,5,2014,66.91131807081807
3,6,2013,63.812777777777775
3,7,2013,62.00590277777776
3,8,2013,60.85784722222221
3,9,2013,60.41361111111111
3,10,2012,34.7025
3,10,2013,60.45701388888888
3,11,2012,34.59590277777777
3,11,2013,30.990416666666665
3,12,2012,34.094791666666666
3,12,2013,64.986875
4,1,2013,33.35583333333333
4,1,2014,69.09652777777778
4,2,2013,36.34041666666667
4,2,2014,78.94999999999999
4,3,2013,36.29368055555555
4,3,2014,81.81836805555555
4,4,2013,37.902430555555554
4,4,2014,83.55662708792343
4,5,2013,66.77020833333333
4,5,2014,57.29938605351763
4,6,2013,63.724513888888886
4,7,2013,61.966458333333335
4,8,2013,60.85805555555555
4,9,2013,60.40402777777778
4,10,2012,34.630763888888886
4,10,2013,60.484583333333326
4,11,2012,34.59368055555556
4,11,2013,31.01659722222222
4,12,2012,34.03659722222222
4,12,2013,64.93173611111109
5,1,2013,33.36555555555555
5,1,2014,68.64541666666666
5,2,2013,36.371111111111105
5,2,2014,79.63786706349205
5,3,2013,36.27111111111111
5,3,2014,81.44075542239426
5,4,2013,38.021319444444444
5,4,2014,53.29
5,5,2013,66.63361111111111
5,5,2014,47.678666666666665
5,6,2013,63.63576388888889
5,7,2013,61.917569444444446
5,8,2013,60.837361111111115
5,9,2013,60.399861111111115
5,10,2012,34.56034722222222
5,10,2013,60.52423611111111
5,11,2012,34.57833333333333
5,11,2013,31.036944444444444
5,12,2012,33.987222222222215
5,12,2013,64.8590972222222
6,1,2013,33.40381944444444
6,1,2014,70.59909722222221
6,2,2013,36.44277777777778
6,2,2014,78.91093545751633
6,3,2013,36.21847222222222
6,3,2014,81.90254575163398
6,4,2013,38.10902777777777
6,4,2014,77.3292757936508
6,5,2013,66.50736111111111
6,6,2013,63.55770833333333
6,7,2013,61.8525
6,8,2013,60.80027777777778
6,9,2013,60.40979166666666
6,10,2012,34.51701388888889
6,10,2013,60.602777777777774
6,11,2012,34.56236111111111
6,11,2013,31.053819444444446
6,12,2012,33.93013888888889
6,12,2013,64.76249999999999
7,1,2013,33.41159722222222
7,1,2014,73.42930555555554
7,2,2013,36.503819444444446
7,2,2014,79.61673611111111
7,3,2013,36.17056818181818
7,3,2014,81.50145973919871
7,4,2013,38.14173611111111
7,4,2014,79.57313492063493
7,5,2013,66.39486111111111
7,6,2013,63.503125
7,7,2013,61.82555555555556
7,8,2013,60.793055555555554
7,9,2013,60.40965277777778
7,10,2012,34.464166666666664
7,10,2013,60.50430555555556
7,11,2012,34.55229166666666
7,11,2013,31.0775
7,12,2012,33.899791666666665
7,12,2013,64.71284722222221
8,1,2013,33.39895833333333
8,1,2014,74.37715277777778
8,2,2013,36.531875
8,2,2014,79.70916666666665
8,3,2013,36.12409722222222
8,3,2014,81.76143177057148
8,4,2013,38.144305555555555
8,4,2014,81.15145833333334
8,5,2013,66.29819444444445
8,6,2013,63.44354166666666
8,7,2013,61.79194444444444
8,8,2013,60.81715277777778
8,9,2013,60.39118055555555
8,10,2012,34.414652777777775
8,10,2013,60.3754861111111
8,11,2012,34.54958333333333
8,11,2013,31.07701388888889
8,12,2012,33.86214285714286
8,12,2013,64.71895833333333
9,1,2013,33.39694444444444
9,1,2014,75.2348611111111
9,2,2013,36.550694444444446
9,2,2014,79.88102869352869
9,3,2013,36.0475
9,3,2014,82.01383044148832
9,4,2013,38.13027777777778
9,4,2014,76.75589070048309
9,5,2013,66.21833333333333
9,6,2013,63.363333333333344
9,7,2013,61.76347222222222
9,8,2013,60.834097222222226
9,9,2013,60.42652777777778
9,10,2012,34.38236111111111
9,10,2013,60.428124999999994
9,11,2012,34.57472222222222
9,11,2013,31.08895833333333
9,12,2013,64.69486111111111
10,1,2013,33.39680555555555
10,1,2014,75.87645833333332
10,2,2013,36.56104166666666
10,2,2014,79.56418241028295
10,3,2013,36.0775
10,3,2014,83.14840360122969
10,4,2013,38.098819444444445
10,4,2014,76.70254227053141
10,5,2013,66.13930555555555
10,6,2013,63.258472222222224
10,7,2013,61.731249999999996
10,8,2013,60.75673611111112
10,9,2013,60.436458333333334
10,10,2012,34.351597222222225
10,10,2013,60.52874999999999
10,11,2012,34.59777777777777
10,11,2013,31.082916666666666
10,12,2012,33.76923076923077
10,12,2013,64.62256944444444
11,1,2013,33.38256944444444
11,1,2014,76.01784722222223
11,2,2013,36.580625
11,2,2014,80.07257188109162
11,3,2013,36.41819444444444
11,3,2014,83.27387357660454
11,4,2013,38.04659722222222
11,4,2014,67.85833333333333
11,5,2013,66.08055555555555
11,6,2013,63.215694444444445
11,7,2013,61.66986111111112
11,8,2013,60.745625
11,9,2013,60.44756944444444
11,10,2012,34.30319444444444
11,10,2013,60.59965277777778
11,11,2012,34.64465277777777
11,11,2013,31.06833333333333
11,12,2012,33.73638888888889
11,12,2013,64.50170212765957
12,1,2013,33.38798611111111
12,1,2014,76.12666666666667
12,2,2013,36.58402777777778
12,2,2014,79.52031403508772
12,3,2013,36.73361111111112
12,3,2014,83.56457306763284
12,4,2013,38.037499999999994
12,4,2014,77.58031100843601
12,5,2013,66.02145833333333
12,6,2013,63.11125
12,7,2013,61.61465277777777
12,8,2013,60.74930555555555
12,9,2012,36.92706196581196
12,9,2013,60.44180555555556
12,10,2012,34.27652777777777
12,10,2013,60.605555555555554
12,11,2012,34.656527777777775
12,11,2013,31.11590277777778
12,12,2012,33.70263888888889
12,12,2013,64.38868055555555
13,1,2013,33.397708333333334
13,1,2014,76.19319444444444
13,2,2013,36.58472222222222
13,2,2014,79.20958333333334
13,3,2013,36.961388888888884
13,3,2014,89.37
13,4,2013,38.01229166666667
13,4,2014,78.00457696007696
13,5,2013,65.9417361111111
13,6,2013,63.02916666666667
13,7,2013,61.58
13,8,2013,60.72638888888889
13,9,2012,36.83138888888889
13,9,2013,60.47763888888889
13,10,2012,34.24722222222222
13,10,2013,60.60534722222222
13,11,2012,34.637430555555554
13,11,2013,31.15486111111111
13,12,2012,33.70444444444445
13,12,2013,64.33513888888888
14,1,2013,33.41034722222222
14,1,2014,75.96194444444444
14,2,2013,36.58659722222222
14,2,2014,80.52156702898552
14,3,2013,37.13333333333333
14,3,2014,86.06696644237405
14,4,2013,37.981458333333336
14,4,2014,75.88715331890332
14,5,2013,65.82784722222222
14,6,2013,62.97194444444444
14,7,2013,61.555902777777774
14,8,2013,60.699027777777765
14,9,2012,36.694374999999994
14,9,2013,60.51041666666667
14,10,2012,34.22736111111111
14,10,2013,60.44645833333334
14,11,2012,34.62659722222222
14,11,2013,31.149999999999995
14,12,2012,33.68666666666666
14,12,2013,64.32888888888888
15,1,2013,33.46173611111111
15,1,2014,75.8254861111111
15,2,2013,36.55791666666667
15,2,2014,83.32392281187836
15,3,2013,37.26645833333333
15,3,2014,82.28580936173327
15,4,2013,37.89395833333333
15,4,2014,61.915
15,5,2013,65.7403472222222
15,6,2013,62.91888888888889
15,7,2013,61.5173611111111
15,8,2013,60.67645833333333
15,9,2012,36.59840277777778
15,9,2013,60.548333333333325
15,10,2012,34.201875
15,10,2013,60.484444444444435
15,11,2012,34.62409722222222
15,11,2013,31.17173611111111
15,12,2012,33.66048611111111
15,12,2013,64.33145833333333
16,1,2013,33.62819444444444
16,1,2014,75.56847222222223
16,2,2013,36.50534722222222
16,2,2014,80.27409681372549
16,3,2013,37.374583333333334
16,3,2014,82.4078903508772
16,4,2013,37.74909722222222
16,4,2014,75.52559941520467
16,5,2013,65.6523611111111
16,6,2013,62.85124999999999
16,7,2013,61.45861111111111
16,8,2013,60.654583333333335
16,9,2012,36.475624999999994
16,9,2013,60.580347222222215
16,10,2012,34.164027777777775
16,10,2013,60.60138888888889
16,11,2012,34.63312499999999
16,11,2013,64.26380256410256
16,12,2012,33.63479166666666
16,12,2013,64.34340277777777
17,1,2013,33.82618055555555
17,1,2014,75.22162878787879
17,2,2013,36.47618055555555
17,2,2014,83.77743154761905
17,3,2013,37.45402777777778
17,3,2014,82.49055765993266
17,4,2013,37.570138888888884
17,4,2014,75.33218253968253
17,5,2013,65.55652777777777
17,6,2013,62.7961111111111
17,7,2013,61.42041666666667
17,8,2013,60.632083333333334
17,9,2012,36.32888888888888
17,9,2013,60.55638888888888
17,10,2012,34.368402777777774
17,10,2013,60.66506944444445
17,11,2012,34.624652777777776
17,11,2013,64.85277777777777
17,12,2012,33.60145833333333
17,12,2013,64.30555555555556
18,1,2013,34.0325
18,1,2014,74.83508578431372
18,2,2013,36.40888888888889
18,2,2014,80.41740834457939
18,3,2013,37.49201388888889
18,3,2014,82.7444246031746
18,4,2013,37.37013888888889
18,4,2014,76.46443326118326
18,5,2013,65.43743055555555
18,6,2013,62.73298611111111
18,7,2013,61.41374999999999
18,8,2013,60.61993055555554
18,9,2012,36.16895833333333
18,9,2013,60.579791666666665
18,10,2012,34.62152777777778
18,10,2013,60.67951388888889
18,11,2012,34.60881944444444
18,11,2013,64.83979166666666
18,12,2012,33.56701388888889
18,12,2013,64.229375
19,1,2013,34.237986111111105
19,1,2014,74.44888888888889
19,2,2013,36.306527777777774
19,2,2014,80.56458430458429
19,3,2013,37.54965277777778
19,3,2014,82.45438888888887
19,4,2013,37.20159722222222
19,4,2014,74.02708046855105
19,5,2013,65.35187499999999
19,6,2013,62.65611111111111
19,7,2013,61.39469935245143
19,8,2013,60.59513888888888
19,9,2012,36.031527777777775
19,9,2013,60.630069444444445
19,10,2012,34.534375
19,10,2013,60.56701388888889
19,11,2012,34.616249999999994
19,11,2013,64.77555555555556
19,12,2012,33.54055555555556
19,12,2013,64.1779861111111
20,1,2013,34.41652777777777
20,1,2014,74.05409722222221
20,2,2013,36.193263888888886
20,2,2014,79.41632189093586
20,3,2013,37.56541666666667
20,3,2014,82.56845370370368
20,4,2013,37.10444444444444
20,4,2014,74.14842473649539
20,5,2013,65.2742361111111
20,6,2013,62.59868055555555
20,7,2013,61.356388888888894
20,8,2013,60.529374999999995
20,9,2012,35.89277777777778
20,9,2013,60.667847222222214
20,10,2012,34.508333333333326
20,10,2013,60.50118055555556
20,11,2012,34.61402777777778
20,11,2013,65.08527777777778
20,12,2012,33.51993055555555
20,12,2013,64.16354166666666
21,1,2013,34.59652777777777
21,1,2014,73.64986111111111
21,2,2013,36.26902777777778
21,2,2014,78.87326388888889
21,3,2013,37.714930555555554
21,3,2014,82.51050329803047
21,4,2013,37.210902777777775
21,4,2014,72.87116822991823
21,5,2013,65.17861111111111
21,6,2013,62.543055555555554
21,7,2013,61.341874999999995
21,8,2013,60.510347222222215
21,9,2012,35.77840277777778
21,9,2013,60.648402777777775
21,10,2012,34.522777777777776
21,10,2013,60.57798611111111
21,11,2012,34.59861111111111
21,11,2013,66.07180555555556
21,12,2012,33.48763888888889
21,12,2013,64.11513888888888
22,1,2013,34.76
22,1,2014,73.10668650793652
22,2,2013,36.47909722222222
22,2,2014,78.25055555555555
22,3,2013,37.875
22,3,2014,81.70106582125602
22,4,2013,37.42999999999999
22,4,2014,71.84299999999999
22,5,2013,65.07833333333332
22,6,2013,62.48548611111111
22,7,2013,61.30208333333333
22,8,2013,60.54368055555555
22,9,2012,35.67472222222222
22,9,2013,60.44548611111111
22,10,2012,34.55479166666667
22,10,2013,60.46486111111111
22,11,2012,34.57743055555555
22,11,2013,65.70296296296296
22,12,2012,33.463541666666664
22,12,2013,64.04979166666666
23,1,2013,34.91916666666666
23,1,2014,72.52
23,2,2013,36.60381944444445
23,2,2014,79.73009440095757
23,3,2013,37.99069444444444
23,3,2014,81.4173148148148
23,4,2013,37.57118055555555
23,4,2014,71.42832996632997
23,5,2013,64.97430555555555
23,6,2013,62.42638888888889
23,7,2013,61.23576388888888
23,8,2013,60.474513888888886
23,9,2012,35.573680555555555
23,9,2013,60.41638888888889
23,10,2012,34.54763888888888
23,10,2013,60.37020833333334
23,11,2012,34.57333333333333
23,11,2013,65.5200462962963
23,12,2012,33.45638888888889
23,12,2013,64.02659722222222
24,1,2013,35.088611111111106
24,1,2014,71.95006944444444
24,2,2013,36.61465277777778
24,2,2014,78.98293980174415
24,3,2013,38.058194444444446
24,3,2014,82.69585084541062
24,4,2013,37.62902777777777
24,4,2014,70.60644546147978
24,5,2013,64.84451388888888
24,6,2013,62.40993055555555
24,7,2013,61.20118055555555
24,8,2013,60.48389583333333
24,9,2012,35.49833333333333
24,9,2013,60.484791666666666
24,10,2012,34.56340277777778
24,10,2013,60.364374999999995
24,11,2012,34.54520833333333
24,11,2013,65.41648148148147
24,12,2012,33.44125
24,12,2013,63.99770833333333
25,1,2013,35.26555555555555
25,1,2014,71.35666666666665
25,2,2013,36.61749999999999
25,2,2014,77.54742844857242
25,3,2013,38.106249999999996
25,3,2014,82.04494263285024
25,4,2013,67.62306666666666
25,4,2014,69.96573376623377
25,5,2013,64.72375
25,6,2013,62.373333333333335
25,7,2013,61.19409722222222
25,8,2013,32.93875
25,9,2012,35.40409722222222
25,9,2013,60.56999999999999
25,10,2012,34.57097222222222
25,10,2013,60.463987573099416
25,11,2012,34.50062499999999
25,11,2013,65.31532407407406
25,12,2012,33.414652777777775
25,12,2013,63.94513888888889
26,1,2013,35.426180555555554
26,1,2014,70.90901388888888
26,2,2013,36.59347222222222
26,2,2014,77.77087510442773
26,3,2013,38.12784722222222
26,3,2014,80.53430691721132
26,4,2013,67.63964957264957
26,4,2014,70.08067615935262
26,5,2013,64.60708333333334
26,6,2013,62.346944444444446
26,7,2013,61.151041666666664
26,8,2013,32.925
26,9,2012,35.31229166666666
26,9,2013,60.63437499999999
26,10,2012,34.57847222222222
26,10,2013,60.53147875816993
26,11,2012,34.45506944444445
26,11,2013,65.18189814814815
26,12,2012,33.38173611111111
26,12,2013,63.85923611111111
27,1,2013,35.59805555555555
27,1,2014,75.2057702020202
27,2,2013,36.560208333333335
27,2,2014,77.75978983918128
27,3,2013,38.14451388888889
27,3,2014,80.23495833333334
27,4,2013,37.615624999999994
27,4,2014,69.01741106719368
27,5,2013,64.5
27,6,2013,62.28393282312925
27,7,2013,61.126527777777774
27,8,2013,32.91645833333334
27,9,2012,35.2011111111111
27,9,2013,60.677638888888886
27,10,2012,34.56312499999999
27,10,2013,60.54340277777777
27,11,2012,34.423541666666665
27,11,2013,65.1145138888889
27,12,2012,33.365625
27,12,2013,63.766875000000006
28,1,2013,35.735
28,1,2014,76.90052083333333
28,2,2013,36.48881944444444
28,2,2014,76.99742707775317
28,3,2013,38.15402777777778
28,3,2014,79.26296626984127
28,4,2013,37.57541666666666
28,4,2014,69.47527777777778
28,5,2013,64.39659722222223
28,6,2013,62.24209515366431
28,7,2013,61.104236111111106
28,8,2013,32.906666666666666
28,9,2012,35.09611111111111
28,9,2013,60.69833333333333
28,10,2012,34.543055555555554
28,10,2013,60.53979166666667
28,11,2012,34.371874999999996
28,11,2013,65.14976478494623
28,12,2012,33.358958333333334
28,12,2013,63.742083333333326
29,1,2013,35.866597222222225
29,1,2014,77.18631944444445
29,3,2013,38.147847222222225
29,3,2014,79.33486111111111
29,4,2013,37.50319444444444
29,4,2014,68.68559675704412
29,5,2013,64.31180555555557
29,6,2013,62.195833333333326
29,7,2013,61.06048611111112
29,8,2013,32.91173611111111
29,9,2012,35.02291666666666
29,9,2013,60.509027777777774
29,10,2012,34.549791666666664
29,10,2013,60.55006944444444
29,11,2012,34.33944444444444
29,11,2013,65.31194444444444
29,12,2012,33.34638888888888
29,12,2013,63.725763888888885
30,1,2013,35.98291666666667
30,1,2014,77.40069444444444
30,3,2013,38.144305555555555
30,3,2014,78.84805555555556
30,4,2013,37.402430555555554
30,4,2014,67.73792397660819
30,5,2013,64.21951388888888
30,6,2013,62.15958333333333
30,7,2013,60.97090277777778
30,8,2013,32.92368055555555
30,9,2012,34.961458333333326
30,9,2013,60.354016516516516
30,10,2012,34.56763888888888
30,10,2013,60.65069444444444
30,11,2012,34.2729861111111
30,11,2013,65.28319444444443
30,12,2012,33.332499999999996
30,12,2013,63.72423611111111
31,1,2013,36.05777777777777
31,1,2014,78.13130434782607
31,3,2013,38.11194444444445
31,3,2014,78.55050724637681
31,5,2013,64.11165364583333
31,7,2013,60.9436154794943
31,8,2013,32.90611111111111
31,10,2012,34.56444444444444
31,10,2013,60.712369719395625
31,12,2012,33.315972222222214
31,12,2013,63.69388888888889
